longitude,latitude,NAME_2,NAME_3,elevasi,slope,aspect,twi,curah_hujan,ndvi,jarak_sungai_km,elevasi_rendah,lereng_curam,vegetasi_jarang,label_longsor,source
120.26493384731975,-3.4115327752302704,,,180,15.638282775878906,99.9906005859375,14.93498061453754,2869.3698498131707,0.7518817782402039,1.26035283655494,1,0,0,1,
120.02939557982359,-3.191086204507343,,,584,12.964451789855957,140.66700744628906,15.941421255869413,3021.515350826457,0.7795717716217041,0.7618376581806229,0,0,0,1,
120.03047355816454,-2.6860533517753424,,,1219,25.91527557373047,358.0887451171875,14.383493860671802,3400.962968505034,0.8117936253547668,0.9735234500076789,0,0,0,1,
120.4613953999567,-2.6957551568438376,,,11,0.0,0.0,19.876356567714552,3873.1114031078296,0.8784505724906921,1.2151634705120606,1,0,0,0,pseudo_absence
120.22963005665383,-2.6776990196330317,,,27,3.342849016189575,236.3388214111328,15.808869246147783,3717.4148271690124,0.7928423881530762,1.13286599147051,1,0,0,0,pseudo_absence
120.12129323338905,-3.3446981180917774,,,630,28.430452346801758,321.0246887207031,14.498516520354237,3026.4683702490292,0.8704485893249512,0.25401219242382056,0,1,0,1,
120.38917085111348,-3.6341353026350873,,,21,4.6273674964904785,0.0,16.868956958779595,2840.5858124937863,0.7040055990219116,0.19406606430517057,1,0,0,0,pseudo_absence
120.08383348604127,-3.2296239301960696,,,653,24.252281188964844,127.65018463134766,13.765965088463664,2992.3595017882994,0.8642779588699341,1.1491773706220016,0,0,0,1,
121.06075135752121,-2.397155156402505,,,720,18.9999942779541,131.16107177734375,14.727910504324868,3612.0596447966295,0.8088235259056091,1.3431814913168623,0,0,0,1,
119.88737193340432,-2.5556179725211905,,,1863,10.693252563476562,149.01107788085938,13.94236227545606,3112.762574824004,0.785977840423584,0.8485860666785673,0,0,0,1,
120.27382716863252,-2.9110813304472813,,,16,2.075169086456299,116.53546905517578,16.286348221361262,3463.1804418634624,0.5511385202407837,1.1010517391441417,1,0,1,0,pseudo_absence
120.10242861242256,-3.2441766377988017,,,487,25.241634368896484,164.0303192138672,13.027391783461322,2924.809562935773,0.8645200729370117,0.432786530116286,0,0,0,1,
120.24741669927943,-2.4588694164215212,,,894,19.305068969726562,146.2855682373047,16.157648951454423,3400.657776481251,0.6300949454307556,0.1775661272583658,0,0,1,1,
121.08743132145958,-2.7571999222776142,,,245,13.537698745727539,42.306724548339844,13.69934749586057,3797.422751183435,0.803032398223877,0.40602399148360296,1,0,0,1,
120.13961886518507,-2.767171221931335,,,36,2.0735116004943848,26.591800689697266,19.50602378735738,3801.4327168925665,0.5550122261047363,0.1267119156858414,1,0,1,0,pseudo_absence
